Chunk ID,Text,Page Range,Line Range,Filename
976,in ,"(34, 34)","(822, 822)",data/report.pdf
977,systemdefined ,"(34, 34)","(822, 823)",data/report.pdf
978,order. ,"(34, 34)","(823, 823)",data/report.pdf
979,If ,"(34, 34)","(823, 823)",data/report.pdf
980,not ,"(34, 34)","(823, 823)",data/report.pdf
981,"empty, ","(34, 34)","(823, 823)",data/report.pdf
982,only ,"(34, 34)","(823, 823)",data/report.pdf
983,named ,"(34, 34)","(823, 823)",data/report.pdf
984,filters ,"(34, 34)","(823, 823)",data/report.pdf
985,are ,"(34, 34)","(823, 823)",data/report.pdf
986,loaded ,"(34, 34)","(823, 823)",data/report.pdf
987,andappliedin ,"(34, 34)","(823, 825)",data/report.pdf
988,given ,"(34, 34)","(825, 825)",data/report.pdf
989,order. ,"(34, 34)","(825, 825)",data/report.pdf
990,For ,"(34, 34)","(825, 825)",data/report.pdf
991,"example, ","(34, 34)","(825, 825)",data/report.pdf
992,if ,"(34, 34)","(825, 825)",data/report.pdf
993,this ,"(34, 34)","(825, 825)",data/report.pdf
994,property ,"(34, 34)","(825, 825)",data/report.pdf
995,has ,"(34, 34)","(825, 825)",data/report.pdf
996,value:org.apache.nutch.urlfilter.regex.RegexURLFilterorg.apache.nutch.urlfilter.prefix.PrefixURLFilterthen ,"(34, 34)","(825, 828)",data/report.pdf
997,RegexURLFilter ,"(34, 34)","(828, 828)",data/report.pdf
998,is ,"(34, 34)","(828, 828)",data/report.pdf
999,applied ,"(34, 34)","(828, 828)",data/report.pdf
1000,"first, ","(34, 34)","(828, 828)",data/report.pdf
1001,and ,"(34, 34)","(828, 828)",data/report.pdf
1002,PrefixURLFiltersecond.Since ,"(34, 34)","(828, 830)",data/report.pdf
1003,all ,"(34, 34)","(830, 830)",data/report.pdf
1004,filters ,"(34, 34)","(830, 830)",data/report.pdf
1005,are ,"(34, 34)","(830, 830)",data/report.pdf
1006,"AND'ed, ","(34, 34)","(830, 830)",data/report.pdf
1007,filter ,"(34, 34)","(830, 830)",data/report.pdf
1008,ordering ,"(34, 34)","(830, 830)",data/report.pdf
1009,does ,"(34, 34)","(830, 830)",data/report.pdf
1010,not ,"(34, 34)","(830, 830)",data/report.pdf
1011,haveimpacton ,"(34, 34)","(830, 832)",data/report.pdf
1012,end ,"(34, 34)","(832, 832)",data/report.pdf
1013,"result, ","(34, 34)","(832, 832)",data/report.pdf
1014,but ,"(34, 34)","(832, 832)",data/report.pdf
1015,it ,"(34, 34)","(832, 832)",data/report.pdf
1016,may ,"(34, 34)","(832, 832)",data/report.pdf
1017,have ,"(34, 34)","(832, 832)",data/report.pdf
1018,performance ,"(34, 34)","(832, 832)",data/report.pdf
1019,"implication,dependingon ","(34, 34)","(832, 834)",data/report.pdf
1020,relative ,"(34, 34)","(834, 834)",data/report.pdf
1021,expensiveness ,"(34, 34)","(834, 834)",data/report.pdf
1022,of ,"(34, 34)","(834, 834)",data/report.pdf
1023,filters.</description></property>--></configuration>gedit ,"(34, 34)","(834, 838)",data/report.pdf
1024,conf/crawl-urlfilter.txt修改內容# ,"(34, 34)","(838, 840)",data/report.pdf
1025,skip ,"(34, 34)","(840, 840)",data/report.pdf
1026, ,"(34, 34)","(840, 840)",data/report.pdf
1027,"ftp:, ","(34, 34)","(840, 840)",data/report.pdf
1028,& ,"(34, 34)","(840, 840)",data/report.pdf
1029,mailto: ,"(34, 34)","(840, 840)",data/report.pdf
1030,urls-^(ftp|mailto):# ,"(34, 34)","(840, 842)",data/report.pdf
1031,skip ,"(34, 34)","(842, 842)",data/report.pdf
1032,image ,"(34, 34)","(842, 842)",data/report.pdf
1033,and ,"(34, 34)","(842, 842)",data/report.pdf
1034,other ,"(34, 34)","(842, 842)",data/report.pdf
1035,suffixes ,"(34, 34)","(842, 842)",data/report.pdf
1036,we ,"(34, 34)","(842, 842)",data/report.pdf
1037,can't ,"(34, 34)","(842, 842)",data/report.pdf
1038,yet ,"(34, 34)","(842, 842)",data/report.pdf
1039,parse-\.(gif|GIF|jpg|JPG|png|PNG|ico|ICO|css|sit|eps|wmf|mpg|xls|gz|rpm|tgz|mov|MOV|exe|jpeg|JPEG|bmp|BMP)$# ,"(34, 34)","(842, 845)",data/report.pdf
1040,skip ,"(34, 34)","(845, 845)",data/report.pdf
1041,URLs ,"(34, 34)","(845, 845)",data/report.pdf
1042,containing ,"(34, 34)","(845, 845)",data/report.pdf
1043,certain ,"(34, 34)","(845, 845)",data/report.pdf
1044,characters ,"(34, 34)","(845, 845)",data/report.pdf
1045,as ,"(34, 34)","(845, 845)",data/report.pdf
1046,probable ,"(34, 34)","(845, 845)",data/report.pdf
1047,"queries,etc.-[*!@]# ","(34, 34)","(845, 848)",data/report.pdf
1048,accept ,"(34, 34)","(848, 848)",data/report.pdf
1049,hosts ,"(34, 34)","(848, 848)",data/report.pdf
1050,in ,"(34, 34)","(848, 848)",data/report.pdf
1051,MY.DOMAIN.NAME+^http://([a-z0-9]*\.)*.*/# ,"(34, 34)","(848, 850)",data/report.pdf
1052,accecpt ,"(34, 34)","(850, 850)",data/report.pdf
1053,anything ,"(34, 34)","(850, 850)",data/report.pdf
1054,else+.*將相關文件複製到其他主機，,"(34, 34)","(850, 852)",data/report.pdf
1055,形成叢集(複製完畢後，,"(34, 34)","(852, 852)",data/report.pdf
1056,也要修改/opt/nutch/和/var/nutch-hadoop權限，,"(34, 34)","(852, 853)",data/report.pdf
1057,參考文件前面語法)34scp ,"(34, 35)","(853, 855)",data/report.pdf
1058,-r ,"(35, 35)","(855, 855)",data/report.pdf
1059,/opt/nutch ,"(35, 35)","(855, 855)",data/report.pdf
1060,主機名:/opt/nutchscp ,"(35, 35)","(855, 856)",data/report.pdf
1061,-r ,"(35, 35)","(856, 856)",data/report.pdf
1062,/var/nutch-hadoop ,"(35, 35)","(856, 856)",data/report.pdf
1063,主機名:/var/nutch-hadoop3.安裝Tomcatcd ,"(35, 35)","(856, 858)",data/report.pdf
1064,/opt/sudo ,"(35, 35)","(858, 859)",data/report.pdf
1065,wgethttp://ftp.nsysu.edu.tw/Apache//tomcat/tomcat-7/v7.0.2-beta/bin/apache-tomcat-7.0.2.tar.gzsudo ,"(35, 35)","(859, 862)",data/report.pdf
1066,tar ,"(35, 35)","(862, 862)",data/report.pdf
1067,-xzvf ,"(35, 35)","(862, 862)",data/report.pdf
1068,apache-tomcat-7.0.2.tar.gzsudo ,"(35, 35)","(862, 863)",data/report.pdf
1069,mv ,"(35, 35)","(863, 863)",data/report.pdf
1070,apache-tomcat-7.0.2 ,"(35, 35)","(863, 863)",data/report.pdf
1071,tomcat4.修改 ,"(35, 35)","(863, 864)",data/report.pdf
1072,/opt/tomcat/conf/server.xml ,"(35, 35)","(864, 864)",data/report.pdf
1073,以修正中文亂碼問題sudo ,"(35, 35)","(864, 865)",data/report.pdf
1074,gedit ,"(35, 35)","(865, 865)",data/report.pdf
1075,/opt/tomcat/conf/server.xml<Connector ,"(35, 35)","(865, 866)",data/report.pdf
1076,"port=""8080"" ","(35, 35)","(866, 866)",data/report.pdf
1077,"protocol=""HTTP/1.1""connectionTimeout=""20000""redirectPort=""8443"" ","(35, 35)","(866, 868)",data/report.pdf
1078,"URIEncoding=""UTF-8""useBodyEncodingForURI=""true"" ","(35, 35)","(868, 869)",data/report.pdf
1079,/>修改資料夾權限sudo ,"(35, 35)","(869, 871)",data/report.pdf
1080,chown ,"(35, 35)","(871, 871)",data/report.pdf
1081,-R使用者名稱:使用者名稱 ,"(35, 35)","(871, 871)",data/report.pdf
1082,/opt/tomcat啟動tomcat/opt/tomcat/bin/startup.sh5.啟動hadoopcd ,"(35, 35)","(871, 875)",data/report.pdf
1083,/opt/nutch/sudo ,"(35, 35)","(875, 876)",data/report.pdf
1084,mv ,"(35, 35)","(876, 876)",data/report.pdf
1085,nutch-1.1.war ,"(35, 35)","(876, 876)",data/report.pdf
1086,/opt/tomcat/webapps/然後測詴該網址http://自己IP:8080/nutch-1.1/bin/hadoop ,"(35, 35)","(876, 878)",data/report.pdf
1087,namenode ,"(35, 35)","(878, 878)",data/report.pdf
1088,-formatbin/start-all.shmkdir ,"(35, 35)","(878, 880)",data/report.pdf
1089,urlsgedit ,"(35, 35)","(880, 881)",data/report.pdf
1090,urls/urls.txt打上data.php的網址(記得啟動lighttpd)(記得將data.php的內容修改成自己的IP)bin/hadoop ,"(35, 35)","(881, 884)",data/report.pdf
1091,dfs ,"(35, 35)","(884, 884)",data/report.pdf
1092,-put ,"(35, 35)","(884, 884)",data/report.pdf
1093,urls ,"(35, 35)","(884, 884)",data/report.pdf
1094,urls執行網頁爬取bin/nutch ,"(35, 35)","(884, 886)",data/report.pdf
1095,crawl ,"(35, 35)","(886, 886)",data/report.pdf
1096,urls ,"(35, 35)","(886, 886)",data/report.pdf
1097,-dir ,"(35, 35)","(886, 886)",data/report.pdf
1098,search ,"(35, 35)","(886, 886)",data/report.pdf
1099,-threads ,"(35, 35)","(886, 886)",data/report.pdf
1100,2 ,"(35, 35)","(886, 886)",data/report.pdf
1101,-depth ,"(35, 35)","(886, 886)",data/report.pdf
1102,2 ,"(35, 35)","(886, 886)",data/report.pdf
1103,-topN ,"(35, 35)","(886, 886)",data/report.pdf
1104,100035如出現Error: ,"(35, 36)","(886, 888)",data/report.pdf
1105,JAVA_HOME ,"(36, 36)","(888, 888)",data/report.pdf
1106,is ,"(36, 36)","(888, 888)",data/report.pdf
1107,not ,"(36, 36)","(888, 888)",data/report.pdf
1108,set. ,"(36, 36)","(888, 888)",data/report.pdf
1109,修改下面設定：修改環境變數設定檔sudo ,"(36, 36)","(888, 889)",data/report.pdf
1110,gedit ,"(36, 36)","(889, 889)",data/report.pdf
1111,/etc/bash.bashrc#set ,"(36, 36)","(889, 890)",data/report.pdf
1112,java ,"(36, 36)","(890, 890)",data/report.pdf
1113,environmentJAVA_HOME=/lib/jdk1.6.0_21…(中間省略)export ,"(36, 36)","(890, 893)",data/report.pdf
1114, ,"(36, 36)","(893, 893)",data/report.pdf
1115,JAVA_HOME,"(36, 36)","(893, 894)",data/report.pdf
1116,bin/hadoop dfs -get search /tmp/searchsudo gedit/opt/tomcat/webapps/nutch-1.1/WEB-INF/classes/nutch-site.xml<configuration><property><name>searcher.dir</name><value>/tmp/search</value></property></configuration>重新啟動Tomcat後即可以開始搜尋P.S.1關機時記得關閉tomcat與hadoopP.S.2每做一次search資料夾頇先執行下面兩個指令，將前一次執行的檔案刪除bin/hadoop fs -rmr searchbin/hadoop fs -rmr urlsrm -rf /tmp/search/*(六)安裝FUSE# sudo vim /etc/apt/sources.list加入deb http://us.archive.ubuntu.com/ubuntu/ jaunty multiversedeb http://us.archive.ubuntu.com/ubuntu/ jaunty-updates# sudo apt-get update# sudo apt-get install subversion ant automake sun-java5-jdksun-java6-jdk# sudo vim ~/.bashrc36加入  //請依自己電腦套件的路徑跟位置作修改export JAVA_HOME=/usr/lib/jvm/java-6-sunexport OS_NAME=linuxexport OS_ARCH=i386export HADOOP_HOME=/opt/hadoopexport FUSE_HOME=/opt/app/fuseexport PATH=$PATH:$HADOOP_HOME/build/contrib/fuse-dfs儲存離開# source ~/.bashrc# sudo vim /boot/config-2.6.32-24-generic加入CONFIG_FUSE_FS=y instead CONFIG_FUSE_FS=m,"(36, 38)","(895, 932)",data/report.pdf
1117,"37安裝hadoop-0.20.2 確定啟動成功，再關閉# cd $HADOOP_HOME# ant clean# ant compile-c++-libhdfs -Dlibhdfs=1安裝forrest-0.8# wgethttp://apache.ntu.edu.tw//forrest/apache-forrest-0.8.tar.gz# tar zxf apache-forrest-0.8.tar.gz# chmod +x apache-forrest-0.8/bin/forrest# cd /opt/hadoop修改build.xml 否則無法ant# sudo gedit build.xml第1059行改成<target name=""package"" depends=""compile, jar, examples, tools-jar, jar-test,ant-tasks, package-librecordio""第1110行刪除<copy todir=""${dist.dir}/docs""><fileset dir=""${build.docs}""/></copy>儲存離開# ant package -Djava5.home=/usr/lib/jvm/java-1.5.0-sun-Dforrest.home=$(pwd)/apache-forrest-0.8","(38, 38)","(933, 957)",data/report.pdf
1118,下載fuse-2.8.5.tar.gzhttp://sourceforge.net/projects/fuse/files/fuse-2.X/2.8.5/fuse-2.8.5.tar.gz/download# tar zxf fuse-2.8.5.tar.gz# cd fuse-2.8.5# mkdir -p /opt/app/fuse;./configure --prefix=/opt/app/fuse# make -j238# make install# modprobe fuse# cd $HADOOP_HOME# ant compile -Dcompile.c++=true -Dlibhdfs=true （在hadoop目錄下）# ant package# cd build# mkdir libhdfs# cp build/c++/Linux-i386-32/lib/* $HADOOP_HOME/build/libhdfs# ant compile-contrib -Dlibhdfs=1 -Dfusedfs=1# gedit /etc/ld.so.conf加入/usr/lib/jvm/java-6-openjdk/jre/lib/amd64/server//usr/local/lib/,"(38, 39)","(958, 979)",data/report.pdf
1119,# ldconfig啟動hadoop# cd $HADOOP_HOME39# cd build/contrib/fuse-dfs# chmod +x fuse_dfs_wrapper.sh# mkdir /var/hdfs修改fuse_dfs_wrapper.sh文件# gedit fuse_dfs_wrapper.sh# ./ fuse_dfs_wrapper.sh出現 下圖表示成功,"(39, 41)","(980, 991)",data/report.pdf
1120,40修改/etc/fuse.conf文件，執行如下命令。# chmod a+r /etc/fuse.conf# vim /etc/fuse.conf注：將fuse.conf文件中{{#mount_max = 1000#user_allow_other}}前面的―#‖號刪除。掛載所指定的資料夾# ./fuse_dfs_wrapper.sh dfs://自己的ip:9000 /var/hdfs可看到表示已掛載成功打開 /var/hdfs 可看到以掛載的資料夾41例: mv一個檔案到/var/hdfs,"(41, 42)","(992, 1009)",data/report.pdf
1121,42開啟HDFS頁面可看到資料直接上傳至HDFS43七、實驗結果與展示(一)首頁：包含搜尋框、種類選擇按鈕、登入按鈕和註冊按鈕(後三者皆在右上角)。(二)註冊功能頁面：尚未註冊的使用者無法上傳影片，註冊後會寄發認證信，需至註冊時填寫的信箱中接收認證信。,"(43, 44)","(1010, 1018)",data/report.pdf
1122,44(三)登入頁面：登入或註冊帳號後即可上傳影片並可觀賞影片後留言。,"(45, 45)","(1019, 1021)",data/report.pdf
1123,(四)上傳影片頁面：需上傳合乎格式的影片檔，並且表單要確實填寫才能送出。,"(45, 46)","(1022, 1023)",data/report.pdf
1124,45檔案上傳完成後即可前往影片連結網址(五)影片播放頁面：觀看上傳的影片，使用flash播放器，影片比例為16:9，影片解析度固定為720P(1280×720)，如上傳其餘原始解析度則會自動放大或縮小至此解析度，此外亦可放大至全螢幕觀看，影片下方則提供影片相關資訊。,"(46, 46)","(1024, 1029)",data/report.pdf
1125,46(六)播放頁面留言板：最多只能留言300字，下方會顯示剩餘可輸入字數，需登入會員並且要輸入驗證碼才能新增留言至留言板，可刪除或回覆留言。,"(47, 47)","(1030, 1033)",data/report.pdf
1126,(七)影片種類選取頁面：可選取要觀看的影片種類，頁面會顯示該種類最新上傳的15部影片。,"(47, 47)","(1034, 1036)",data/report.pdf
1127,47(八)影片代碼錯誤：若影片代碼錯誤或影片已被移除時會出現此頁面。,"(48, 48)","(1037, 1039)",data/report.pdf
1128,(九)搜尋頁面：在搜尋框輸入關鍵字，即可搜尋相關影片頁面。(十)影片管理頁面：可刪除和修改自己上傳的影片。,"(48, 49)","(1040, 1042)",data/report.pdf
1129,48效能測詴(FFmpeg-mt)測詴檔大小：149mb測詴檔格式：avi測詴檔長度：9分56秒當Thread=1 轉檔完成所花時間：7分鐘當Thread=2 轉檔完成所花時間：3分鐘22秒八、結論我們設計網頁的過程發現資料庫的資料表種類和欄位設置是一件要動腦筋且花不少功夫的部分，要決定有多少資料表和其要對應多少欄位除了取決於網頁表面的功能外，還要考慮到使用者的行為和其對應的解決方法，如檢舉不良影片和封鎖不肖的使用者等，這真的算是一個「腦力激盪」的過程。除了網頁的程式碼製作外，資訊安全問題更是不容小覷，要防止別人惡意攻擊和取得使用者資料等，在網頁中也對資料庫做了一些基礎的防範，讓使用者可以安心的瀏覽網頁。其它如網頁美化、頁面顯示以及按鈕種類、位置和功能也需參考許多影音網站，並且要有自己獨一無二的風格，如何在這當中取得平衡亦是一項挑戰。有關搜尋的部份是由HDFS儲存索引資料，經過連結多台主機後，可將資料分散儲存在各個主機，並存在副本，降低因主機損壞所造成的資料遺失風險，而經設定後的Nutch搜尋引擎每經過固定時間便更新索引庫，確保索引資料和更新的資料(新上傳的影片)有相對應，使其盡量保持在最新的狀態，這正是雲端運算的優勢所在，使用者不必了解其結構，而上傳的資料卻可因為其分散儲存的特性而不易損壞。此外，我們發現以多執行緒(Multi-Thread)的FFmpeg作上傳影片轉檔所需花費的時間明顯較原先的FFmpeg影片轉檔要短，增進了上傳影片的效率，由此可見轉檔程序平行處理是可行且有效的。除了減少使用者等待影片上傳後到可觀看的時間外，伺服器主機的運算效能也可以做到較充分的利用，這對管理者而言，更是省去了不少麻煩。,"(49, 49)","(1043, 1071)",data/report.pdf
1130,49九、未來展望目前本網站主要是支援一般電腦網路用戶為主，對於現在愈來愈多人擁有智慧型手持裝置，未來可以開發手機相關平台，讓網站可支援平台更加的多元，隨時隨地都可以存取網站。,"(50, 50)","(1072, 1076)",data/report.pdf
1131,功能的擴充也是未來可加強的部份，現今的影音網站若只有觀看影片和上傳影片已經無法滿足使用者的需求，所以勢必要增加一些額外的功能，本網站已提供影片社群分享的功能(Facebook、Plunk、Twitter等)，未來可望加上一些更新奇且實用的功能，例如:遊戲、購物連結等。,"(50, 50)","(1077, 1080)",data/report.pdf
1132,而網站管理機制也可以再改善，開發管理者頁面，方便網站管理者可以更直接且有效地管理網站，期望這個影音網站未來能克服某些影片格式無法辨識的問題，對所有使用者上傳的影片格式皆能做轉檔播放。,"(50, 50)","(1081, 1083)",data/report.pdf
1133,另外，影片支援上傳檔案大小可以根據實際需求來做調整，但是支援太大的影片會使伺服器的主機負荷量大幅增加，若未來的硬體資源持續擴增，就可以允許任意大小的影片上傳。,"(50, 50)","(1084, 1086)",data/report.pdf
1134,當然，網站還有一個十分重要的部份，那就是資訊安全；雖然網站在設計其中填入表格時，用了一些防護措施，如限制輸入字數和一些內容，避免一些有害程式或使用者的惡意破壞；但道高一尺魔高一丈，我們仍有相當多的資安議題是需要學習的，這部分亦是本專題內容未來需持續維護和修正的地方。,"(50, 50)","(1087, 1090)",data/report.pdf
1135,十、參考資料及網站1.Cloud ,"(50, 50)","(1091, 1092)",data/report.pdf
1136,Computing ,"(50, 50)","(1092, 1092)",data/report.pdf
1137,雲端運算 ,"(50, 50)","(1092, 1092)",data/report.pdf
1138,– ,"(50, 50)","(1092, 1092)",data/report.pdf
1139,MMDayshttp://mmdays.com/2008/02/14/cloud-computing/2.Cloud ,"(50, 50)","(1092, 1094)",data/report.pdf
1140,Computing(NCHC ,"(50, 50)","(1094, 1094)",data/report.pdf
1141,Cloud ,"(50, 50)","(1094, 1094)",data/report.pdf
1142,Computing ,"(50, 50)","(1094, 1094)",data/report.pdf
1143,Research ,"(50, 50)","(1094, 1094)",data/report.pdf
1144,Group)http://trac.nchc.org.tw/cloudhttp://trac.nchc.org.tw/cloud/wiki/3.雲端運算基礎課程 ,"(50, 50)","(1094, 1097)",data/report.pdf
1145,(Hadoop簡介、安裝與範例實作)http://trac.nchc.org.tw/cloud/wiki/NCHCCloudCourse090914http://trac.nchc.org.tw/cloud/wiki/NCHCCloudCourse0904284.Hadoop_Lab5 ,"(50, 50)","(1097, 1100)",data/report.pdf
1146,– ,"(50, 50)","(1100, 1100)",data/report.pdf
1147,Cloud ,"(50, 50)","(1100, 1100)",data/report.pdf
1148,Computinghttp://trac.nchc.org.tw/cloud/wiki/Hadoop_Lab55.Hadoop_Lab7 ,"(50, 50)","(1100, 1102)",data/report.pdf
1149,– ,"(50, 50)","(1102, 1102)",data/report.pdf
1150,Cloud ,"(50, 50)","(1102, 1102)",data/report.pdf
1151,Computinghttp://trac.nchc.org.tw/cloud/wiki/Hadoop_Lab76.waue-2010-0211 ,"(50, 50)","(1102, 1104)",data/report.pdf
1152,– ,"(50, 50)","(1104, 1104)",data/report.pdf
1153,Cloud ,"(50, 50)","(1104, 1104)",data/report.pdf
1154,Computinghttp://trac.nchc.org.tw/cloud/wiki/waue/2010/02117.waue-Hadoop_Eclipse ,"(50, 50)","(1104, 1106)",data/report.pdf
1155,– ,"(50, 50)","(1106, 1106)",data/report.pdf
1156,Cloud ,"(50, 50)","(1106, 1106)",data/report.pdf
1157,Computing50http://trac.nchc.org.tw/cloud/wiki/waue/Hadoop_Eclipse8.Encoding ,"(50, 51)","(1106, 1109)",data/report.pdf
1158,- ,"(51, 51)","(1109, 1109)",data/report.pdf
1159,h264 ,"(51, 51)","(1109, 1109)",data/report.pdf
1160,– ,"(51, 51)","(1109, 1109)",data/report.pdf
1161,Trachttp://h264.code-shop.com/trac/wiki/Encoding9.waue-2009-nutch_install ,"(51, 51)","(1109, 1111)",data/report.pdf
1162,– ,"(51, 51)","(1111, 1111)",data/report.pdf
1163,Cloud ,"(51, 51)","(1111, 1111)",data/report.pdf
1164,Computinghttp://trac.nchc.org.tw/cloud/wiki/waue/2009/nutch_install10.雲端運算 ,"(51, 51)","(1111, 1113)",data/report.pdf
1165,Cloud ,"(51, 51)","(1113, 1113)",data/report.pdf
1166,Computing ,"(51, 51)","(1113, 1113)",data/report.pdf
1167,的概念與應用http://eblog.cisanet.org.tw/post/Cloud-Computing.aspx11.Index ,"(51, 51)","(1113, 1115)",data/report.pdf
1168,of ,"(51, 51)","(1115, 1115)",data/report.pdf
1169,-hadoop-corehttp://apache.stu.edu.tw/hadoop/core/12.[Linux] ,"(51, 51)","(1115, 1117)",data/report.pdf
1170,安裝單機版 ,"(51, 51)","(1117, 1117)",data/report.pdf
1171,Hadoop ,"(51, 51)","(1117, 1117)",data/report.pdf
1172,0.20.1 ,"(51, 51)","(1117, 1117)",data/report.pdf
1173,Single-Node ,"(51, 51)","(1117, 1117)",data/report.pdf
1174,Cluster ,"(51, 51)","(1117, 1117)",data/report.pdf
1175,(Pseudo-Distributed) ,"(51, 51)","(1117, 1117)",data/report.pdf
1176,@Ubuntu ,"(51, 51)","(1117, 1118)",data/report.pdf
1177,9.04 ,"(51, 51)","(1118, 1118)",data/report.pdf
1178,@ ,"(51, 51)","(1118, 1118)",data/report.pdf
1179,第二十四個夏天後 ,"(51, 51)","(1118, 1118)",data/report.pdf
1180, ,"(51, 51)","(1118, 1118)",data/report.pdf
1181,痞客邦 ,"(51, 51)","(1118, 1118)",data/report.pdf
1182,PIXNEThttp://changyy.pixnet.net/blog/post/2524565813.svn ,"(51, 51)","(1118, 1120)",data/report.pdf
1183,- ,"(51, 51)","(1120, 1120)",data/report.pdf
1184,Revision ,"(51, 51)","(1120, 1120)",data/report.pdf
1185,61969 ,"(51, 51)","(1120, 1120)",data/report.pdf
1186,-trunk-src(google ,"(51, 51)","(1120, 1120)",data/report.pdf
1187,chrome的source ,"(51, 51)","(1120, 1120)",data/report.pdf
1188,code)http://src.chromium.org/svn/trunk/src/14.Cluster ,"(51, 51)","(1120, 1122)",data/report.pdf
1189,Setuphttp://hadoop.apache.org/common/docs/current/cluster_setup.html15.Cloudera ,"(51, 51)","(1122, 1124)",data/report.pdf
1190,» ,"(51, 51)","(1124, 1124)",data/report.pdf
1191,Apache ,"(51, 51)","(1124, 1124)",data/report.pdf
1192,Hadoop ,"(51, 51)","(1124, 1124)",data/report.pdf
1193,for ,"(51, 51)","(1124, 1124)",data/report.pdf
1194,the ,"(51, 51)","(1124, 1124)",data/report.pdf
1195,Enterprisehttp://www.cloudera.com/16.中國文化大學圖書館http://www.lib.pccu.edu.tw/17.Media ,"(51, 51)","(1124, 1128)",data/report.pdf
1196,College ,"(51, 51)","(1128, 1128)",data/report.pdf
1197,- ,"(51, 51)","(1128, 1128)",data/report.pdf
1198,"Video, ","(51, 51)","(1128, 1128)",data/report.pdf
1199,Audio ,"(51, 51)","(1128, 1128)",data/report.pdf
1200,and ,"(51, 51)","(1128, 1128)",data/report.pdf
1201,Multimedia ,"(51, 51)","(1128, 1128)",data/report.pdf
1202,Resourceshttp://www.mediacollege.com/18.傳說中的挨踢部門 ,"(51, 51)","(1128, 1130)",data/report.pdf
1203,Ubuntu ,"(51, 51)","(1130, 1130)",data/report.pdf
1204,Server ,"(51, 51)","(1130, 1130)",data/report.pdf
1205,安裝筆記 ,"(51, 51)","(1130, 1130)",data/report.pdf
1206,- ,"(51, 51)","(1130, 1130)",data/report.pdf
1207,yam天空部落http://blog.yam.com/leo2016/article/1967946619.LongTail ,"(51, 51)","(1130, 1132)",data/report.pdf
1208,Video ,"(51, 51)","(1132, 1132)",data/report.pdf
1209, ,"(51, 51)","(1132, 1132)",data/report.pdf
1210,Home ,"(51, 51)","(1132, 1132)",data/report.pdf
1211,of ,"(51, 51)","(1132, 1132)",data/report.pdf
1212,the ,"(51, 51)","(1132, 1132)",data/report.pdf
1213,JW ,"(51, 51)","(1132, 1132)",data/report.pdf
1214,Playerhttp://www.longtailvideo.com/20.red5 ,"(51, 51)","(1132, 1134)",data/report.pdf
1215,- ,"(51, 51)","(1134, 1134)",data/report.pdf
1216,Project ,"(51, 51)","(1134, 1134)",data/report.pdf
1217,Hosting ,"(51, 51)","(1134, 1134)",data/report.pdf
1218,on ,"(51, 51)","(1134, 1134)",data/report.pdf
1219,Google ,"(51, 51)","(1134, 1134)",data/report.pdf
1220,Codehttp://code.google.com/p/red5/21.Flowplayer ,"(51, 51)","(1134, 1136)",data/report.pdf
1221,- ,"(51, 51)","(1136, 1136)",data/report.pdf
1222,Flash ,"(51, 51)","(1136, 1136)",data/report.pdf
1223,Video ,"(51, 51)","(1136, 1136)",data/report.pdf
1224,Player ,"(51, 51)","(1136, 1136)",data/report.pdf
1225,for ,"(51, 51)","(1136, 1136)",data/report.pdf
1226,the ,"(51, 51)","(1136, 1136)",data/report.pdf
1227,Webhttp://flowplayer.org/tutorials/introduction-to-streaming-servers.htmlhttp://flowplayer.org/tutorials/ffmpeg.html22.Pseudostreaming ,"(51, 51)","(1136, 1139)",data/report.pdf
1228,- ,"(51, 51)","(1139, 1139)",data/report.pdf
1229,Flowplayer ,"(51, 51)","(1139, 1139)",data/report.pdf
1230,streaming ,"(51, 51)","(1139, 1139)",data/report.pdf
1231,pluginhttp://flowplayer.org/plugins/streaming/pseudostreaming.html,"(51, 52)","(1139, 1141)",data/report.pdf
1232,5123.RTMP ,"(52, 52)","(1142, 1143)",data/report.pdf
1233,- ,"(52, 52)","(1143, 1143)",data/report.pdf
1234,Flowplayer ,"(52, 52)","(1143, 1143)",data/report.pdf
1235,streaming ,"(52, 52)","(1143, 1143)",data/report.pdf
1236,pluginhttp://flowplayer.org/plugins/streaming/rtmp.html24.Basic ,"(52, 52)","(1143, 1145)",data/report.pdf
1237,pseudostreaming ,"(52, 52)","(1145, 1145)",data/report.pdf
1238,setuphttp://flowplayer.org/demos/plugins/streaming/25.Apache ,"(52, 52)","(1145, 1147)",data/report.pdf
1239,Tomcat ,"(52, 52)","(1147, 1147)",data/report.pdf
1240,runtime.getRuntime().exec() ,"(52, 52)","(1147, 1147)",data/report.pdf
1241,Privilege ,"(52, 52)","(1147, 1147)",data/report.pdf
1242,Escalation ,"(52, 52)","(1147, 1147)",data/report.pdf
1243,(win) ,"(52, 52)","(1147, 1147)",data/report.pdf
1244,- ,"(52, 52)","(1147, 1147)",data/report.pdf
1245,Forumshttp://www.governmentsecurity.org/forum/index.php?showtopic=3091626.Chmod ,"(52, 52)","(1147, 1149)",data/report.pdf
1246,from ,"(52, 52)","(1149, 1149)",data/report.pdf
1247,"Runtime.Exechttp://www.velocityreviews.com/forums/t133458-chmod-from-runtime-exec.html27.我,一張一張照...FFMpeg ","(52, 52)","(1149, 1151)",data/report.pdf
